batch_size,epochs,channels,dropout_rate,task,num_classes,conv_filters,kernel_size,activation,dense_units,output_activation,batch_norm,batch_norm_dense,normalize,aug_data,use_skip,l2_reg,name,resize,one_gender,loss,metrics,best_model_path,history
64,200,3,0.5,classification,7,"[32, 64, 128, 256, 512]",3,relu,"[512, 256, 128]",softmax,True,True,True,False,True,0,B2B_deep_bn_7_classes_dense_batch_norm_skip_bias,200,True,categorical_crossentropy,['accuracy'],bias_saved_models_config_0/B2B_deep_bn_7_classes_dense_batch_norm_skip_bias_best_model.keras,"{'loss': [3.218329906463623, 3.132549524307251, 3.122055768966675, 3.0678577423095703, 2.9520297050476074, 2.9535422325134277, 2.945833683013916, 2.971569776535034, 2.9313838481903076, 2.8802905082702637, 2.83944034576416, 2.923719882965088, 2.8856983184814453, 2.776313304901123, 2.8983373641967773, 2.8276116847991943, 2.807828664779663, 2.8585855960845947, 2.7581725120544434, 2.8079254627227783, 2.7838282585144043, 2.7729039192199707, 2.7365472316741943, 2.72790265083313, 2.746457815170288, 2.7198686599731445, 2.724095582962036, 2.690230131149292, 2.692579984664917, 2.660087823867798, 2.639852523803711, 2.5915870666503906, 2.6605606079101562, 2.624803304672241, 2.6286239624023438, 2.634406566619873, 2.6503043174743652, 2.5529799461364746, 2.646451711654663, 2.5443789958953857, 2.5859639644622803, 2.4835410118103027, 2.6059682369232178, 2.564673900604248, 2.554180145263672, 2.5829248428344727, 2.477843999862671, 2.5433130264282227, 2.500840187072754, 2.463766574859619, 2.528210401535034, 2.4438562393188477, 2.450852394104004, 2.471010208129883, 2.4998791217803955, 2.3730902671813965, 2.4030168056488037, 2.443307399749756, 2.442840337753296, 2.3867578506469727, 2.441605806350708, 2.3708903789520264, 2.3911187648773193, 2.4113409519195557, 2.379807949066162, 2.3883414268493652, 2.3639674186706543, 2.391291618347168, 2.3076705932617188, 2.338183879852295, 2.334045171737671, 2.318880081176758, 2.318861246109009, 2.33896803855896, 2.3239824771881104, 2.3031647205352783, 2.284071207046509, 2.279334306716919, 2.301126480102539, 2.2966861724853516, 2.265103816986084, 2.240800380706787, 2.2771124839782715, 2.2275187969207764, 2.2395637035369873, 2.2077438831329346, 2.2286417484283447, 2.211165428161621, 2.199437379837036, 2.1879160404205322, 2.2364728450775146, 2.2005860805511475, 2.169525384902954, 2.199244499206543, 2.164470911026001, 2.198199987411499, 2.1391375064849854, 2.153463363647461, 2.1692047119140625, 2.1563849449157715, 2.116541862487793, 2.0895633697509766, 2.1303834915161133, 2.0962164402008057, 2.1317782402038574, 2.144402027130127, 2.0901939868927, 2.023895025253296, 2.0787317752838135, 2.0486178398132324, 2.098327398300171, 2.050889730453491, 2.044992208480835, 2.073946237564087, 2.0008907318115234, 2.049269437789917, 2.0212247371673584, 2.0075886249542236, 2.0711662769317627, 2.016007900238037, 2.0119404792785645, 1.9800808429718018, 1.9779250621795654, 1.9992921352386475, 1.938205361366272, 1.9808207750320435, 1.9885860681533813, 1.978554368019104, 1.9884350299835205, 1.9351515769958496, 1.9301092624664307, 1.919119954109192, 1.9036420583724976, 1.927040457725525, 1.88697350025177, 1.9114973545074463, 1.9364733695983887, 1.934434175491333, 1.9115750789642334, 1.8954095840454102], 'accuracy': [0.14002686738967896, 0.16151779890060425, 0.16286097466945648, 0.1595030277967453, 0.1642041653394699, 0.17797179520130157, 0.1618535965681076, 0.1705842912197113, 0.17763599753379822, 0.19006043672561646, 0.18938885629177094, 0.18770986795425415, 0.1920752227306366, 0.20651443302631378, 0.19341839849948883, 0.19879113137722015, 0.19778375327587128, 0.19476158916950226, 0.21020819246768951, 0.1769644021987915, 0.20517125725746155, 0.21524512767791748, 0.20517125725746155, 0.2095365971326828, 0.20047011971473694, 0.21054399013519287, 0.2008059173822403, 0.21255876123905182, 0.21490933001041412, 0.22028206288814545, 0.2253190129995346, 0.22599059343338013, 0.21155138313770294, 0.2269979864358902, 0.21927468478679657, 0.21625252068042755, 0.21524512767791748, 0.23707185685634613, 0.22162525355815887, 0.23136332631111145, 0.2316991239786148, 0.23539288341999054, 0.22162525355815887, 0.23136332631111145, 0.23136332631111145, 0.22666218876838684, 0.24580255150794983, 0.2293485552072525, 0.2374076545238495, 0.23774345219135284, 0.23304231464862823, 0.24882471561431885, 0.23673605918884277, 0.24949631094932556, 0.23875084519386292, 0.26930826902389526, 0.2619207501411438, 0.2555406391620636, 0.26057755947113037, 0.253861665725708, 0.25755539536476135, 0.268300861120224, 0.25218266248703003, 0.25688380002975464, 0.26561450958251953, 0.26561450958251953, 0.27031564712524414, 0.25990596413612366, 0.26393553614616394, 0.25990596413612366, 0.2676292955875397, 0.2696440517902374, 0.26796507835388184, 0.26628610491752625, 0.2783747613430023, 0.271323025226593, 0.2777031660079956, 0.27434518933296204, 0.27165883779525757, 0.2736735939979553, 0.287441223859787, 0.2824043035507202, 0.27736735343933105, 0.29717931151390076, 0.29247817397117615, 0.28945600986480713, 0.2961719334125519, 0.2864338457584381, 0.2968435287475586, 0.309603750705719, 0.3025520443916321, 0.30926796793937683, 0.3045668303966522, 0.30188044905662537, 0.2975151240825653, 0.29180657863616943, 0.3183344602584839, 0.3143048882484436, 0.31464070081710815, 0.3089321553707123, 0.32102081179618835, 0.31296172738075256, 0.3247145712375641, 0.3260577619075775, 0.3015446662902832, 0.3062458038330078, 0.32572194933891296, 0.3240429759025574, 0.331766277551651, 0.32269978523254395, 0.3247145712375641, 0.3284083306789398, 0.34251174330711365, 0.3253861665725708, 0.3371390104293823, 0.33277368545532227, 0.3324378728866577, 0.3277367353439331, 0.32337138056755066, 0.34016117453575134, 0.34251174330711365, 0.3300873041152954, 0.33948957920074463, 0.33445265889167786, 0.35527199506759644, 0.3388179838657379, 0.33277368545532227, 0.33915379643440247, 0.3421759605407715, 0.36064472794532776, 0.3586299419403076, 0.35661518573760986, 0.3633311092853546, 0.36064472794532776, 0.35661518573760986, 0.3492276668548584, 0.3485560715198517, 0.34956347942352295, 0.35997313261032104, 0.3636668920516968], 'val_loss': [2.0602877140045166, 2.1648662090301514, 2.241091728210449, 2.249577522277832, 2.241804599761963, 2.196484088897705, 2.1563215255737305, 2.174710512161255, 2.1926305294036865, 2.1668686866760254, 2.1115241050720215, 2.042879343032837, 2.0247323513031006, 2.0204358100891113, 2.005282402038574, 2.0223326683044434, 2.0409979820251465, 2.0064496994018555, 2.0295982360839844, 2.0455708503723145, 2.0206878185272217, 1.9872097969055176, 1.9876834154129028, 2.00747013092041, 1.9967894554138184, 2.0025925636291504, 1.9673504829406738, 1.9903790950775146, 1.977549433708191, 1.9920040369033813, 1.9846727848052979, 1.9883137941360474, 1.9690752029418945, 1.9583392143249512, 1.944658637046814, 1.9203765392303467, 1.9320416450500488, 1.9386529922485352, 1.9519562721252441, 1.9264864921569824, 1.9183096885681152, 1.914416790008545, 1.8912540674209595, 1.8949671983718872, 1.8590525388717651, 1.8830041885375977, 1.8753052949905396, 1.8424612283706665, 1.8489502668380737, 1.8369163274765015, 1.8430886268615723, 1.848616361618042, 1.8285568952560425, 1.813582420349121, 1.8043076992034912, 1.820396065711975, 1.8080482482910156, 1.8101627826690674, 1.831680178642273, 1.8439713716506958, 1.8156307935714722, 1.797334909439087, 1.8055708408355713, 1.7771514654159546, 1.7620803117752075, 1.7600407600402832, 1.7635215520858765, 1.7731759548187256, 1.752968192100525, 1.7810970544815063, 1.773782730102539, 1.7458105087280273, 1.737101435661316, 1.7426562309265137, 1.751835823059082, 1.7717912197113037, 1.7484726905822754, 1.7517073154449463, 1.7278794050216675, 1.7060189247131348, 1.674764633178711, 1.7055081129074097, 1.7277774810791016, 1.7298177480697632, 1.7175114154815674, 1.698872685432434, 1.72459077835083, 1.679878830909729, 1.6740442514419556, 1.6756232976913452, 1.6740809679031372, 1.6705392599105835, 1.6614924669265747, 1.6838130950927734, 1.6967580318450928, 1.6616520881652832, 1.6361900568008423, 1.6519012451171875, 1.64822256565094, 1.6214261054992676, 1.6277761459350586, 1.6220842599868774, 1.6379930973052979, 1.6297738552093506, 1.6370941400527954, 1.6361740827560425, 1.6104964017868042, 1.5972683429718018, 1.6149541139602661, 1.5980825424194336, 1.6442983150482178, 1.6169363260269165, 1.6391083002090454, 1.6083238124847412, 1.6243647336959839, 1.6038086414337158, 1.6221445798873901, 1.5880241394042969, 1.6239635944366455, 1.6018030643463135, 1.5846518278121948, 1.6185463666915894, 1.618847370147705, 1.5544558763504028, 1.5458933115005493, 1.5534008741378784, 1.5677144527435303, 1.5727264881134033, 1.5582642555236816, 1.5440587997436523, 1.542605996131897, 1.552148461341858, 1.5791168212890625, 1.582973837852478, 1.5974277257919312, 1.5722603797912598, 1.5508955717086792, 1.5537596940994263, 1.5441734790802002, 1.5268728733062744], 'val_accuracy': [0.08736559003591537, 0.08736559003591537, 0.07795698940753937, 0.08467742055654526, 0.10349462181329727, 0.10618279874324799, 0.16532258689403534, 0.16801075637340546, 0.16935484111309052, 0.16801075637340546, 0.19354838132858276, 0.20698924362659454, 0.2244623601436615, 0.22849462926387787, 0.23790322244167328, 0.2405913919210434, 0.22983871400356293, 0.24462366104125977, 0.22849462926387787, 0.23118279874324799, 0.21639785170555115, 0.23924730718135834, 0.24731183052062988, 0.2432795763015747, 0.24462366104125977, 0.25, 0.25, 0.25806450843811035, 0.2715053856372833, 0.2567204236984253, 0.2634408473968506, 0.25537633895874023, 0.27016130089759827, 0.25806450843811035, 0.2526881694793701, 0.2795698940753937, 0.26075267791748047, 0.27016130089759827, 0.25806450843811035, 0.2849462330341339, 0.2715053856372833, 0.26747313141822815, 0.2688172161579132, 0.26747313141822815, 0.28763440251350403, 0.28763440251350403, 0.2943548262119293, 0.301075279712677, 0.29301074147224426, 0.301075279712677, 0.31854838132858276, 0.3077957034111023, 0.30645161867141724, 0.3172042965888977, 0.3145161271095276, 0.3198924660682678, 0.32258063554763794, 0.3145161271095276, 0.301075279712677, 0.29032257199287415, 0.27688172459602356, 0.301075279712677, 0.2970430254936218, 0.3212365508079529, 0.3333333432674408, 0.3293010890483856, 0.34139785170555115, 0.3293010890483856, 0.3427419364452362, 0.3266128897666931, 0.31854838132858276, 0.3293010890483856, 0.32526880502700806, 0.3198924660682678, 0.3360215127468109, 0.31854838132858276, 0.3212365508079529, 0.32258063554763794, 0.33736559748649597, 0.36424732208251953, 0.3629032373428345, 0.34139785170555115, 0.33467742800712585, 0.33736559748649597, 0.33870968222618103, 0.3400537669658661, 0.33198925852775574, 0.3521505296230316, 0.3521505296230316, 0.35483869910240173, 0.35080644488334656, 0.3561827838420868, 0.3454301059246063, 0.3427419364452362, 0.33736559748649597, 0.3588709533214569, 0.36962366104125977, 0.3534946143627167, 0.3467741906642914, 0.36424732208251953, 0.37365591526031494, 0.35080644488334656, 0.35752686858177185, 0.38037633895874023, 0.36021506786346436, 0.3427419364452362, 0.38306450843811035, 0.38575267791748047, 0.38575267791748047, 0.3790322542190552, 0.38306450843811035, 0.36962366104125977, 0.3709677457809448, 0.38575267791748047, 0.38037633895874023, 0.38037633895874023, 0.36424732208251953, 0.3870967626571655, 0.3655914068222046, 0.3588709533214569, 0.3817204236984253, 0.3884408473968506, 0.38037633895874023, 0.3817204236984253, 0.4032258093357086, 0.3884408473968506, 0.3870967626571655, 0.3911290466785431, 0.38978493213653564, 0.41263440251350403, 0.39247313141822815, 0.3938172161579132, 0.37365591526031494, 0.38037633895874023, 0.40188172459602356, 0.36962366104125977, 0.3965053856372833, 0.39919355511665344, 0.4005376398563385, 0.3884408473968506]}"
64,200,3,0.5,classification,7,"[32, 64, 128, 256, 512]",3,relu,"[512, 256, 128]",softmax,True,True,True,True,True,0,B2B_deep_bn_7_classes_dense_aug_batch_norm_skip_bias,200,True,categorical_crossentropy,['accuracy'],bias_saved_models_config_0/B2B_deep_bn_7_classes_dense_aug_batch_norm_skip_bias_best_model.keras,"{'loss': [2.949585437774658, 2.831112861633301, 2.757094383239746, 2.6810243129730225, 2.6167283058166504, 2.5814003944396973, 2.5438106060028076, 2.485806465148926, 2.4432730674743652, 2.399102210998535, 2.339259624481201, 2.324692964553833, 2.2828171253204346, 2.241868495941162, 2.1948063373565674, 2.1626603603363037, 2.1234683990478516, 2.089954376220703, 2.0499930381774902, 2.0188636779785156, 1.9839540719985962, 1.9560046195983887, 1.924641728401184, 1.8852893114089966, 1.8740798234939575, 1.8335040807724, 1.8008259534835815, 1.7881255149841309, 1.7585341930389404, 1.7386401891708374, 1.7110010385513306, 1.691264271736145, 1.6606762409210205, 1.649151086807251, 1.6219816207885742, 1.597331166267395, 1.5901483297348022, 1.567379355430603, 1.5503180027008057, 1.523976445198059, 1.5076526403427124, 1.4927175045013428, 1.476418137550354, 1.4577566385269165, 1.4467827081680298, 1.4279049634933472, 1.4102991819381714, 1.409589409828186, 1.3890185356140137, 1.3714312314987183, 1.3527452945709229, 1.3415937423706055, 1.3338998556137085, 1.3161271810531616, 1.299725890159607, 1.2913484573364258, 1.2779932022094727, 1.2591195106506348, 1.2544043064117432, 1.2410794496536255, 1.2395614385604858, 1.2196141481399536, 1.2094606161117554, 1.1920284032821655, 1.1831642389297485, 1.177591323852539, 1.1689094305038452, 1.1591061353683472, 1.14463210105896, 1.136059284210205, 1.1198928356170654, 1.1123143434524536, 1.1069681644439697, 1.0954351425170898, 1.0827909708023071, 1.0716243982315063, 1.0650908946990967, 1.0596234798431396, 1.0357862710952759, 1.0422598123550415, 1.0314857959747314, 1.0223079919815063, 1.0105754137039185, 0.9970961213111877, 0.9934220314025879, 0.9884424209594727, 0.9708858728408813, 0.9640929102897644, 0.9534693956375122, 0.9469009637832642, 0.9339488744735718, 0.9286080002784729, 0.9100695252418518, 0.9182889461517334, 0.9028431177139282, 0.9019455909729004, 0.8942114114761353, 0.8829714059829712, 0.875527024269104, 0.864380955696106, 0.8572584390640259, 0.8461875319480896, 0.8456558585166931, 0.8323559165000916, 0.8241350650787354, 0.8165648579597473, 0.8129364848136902, 0.7946568131446838, 0.792142927646637, 0.7839962244033813, 0.7726349234580994, 0.7675762176513672, 0.7626783847808838, 0.7560854554176331, 0.7481376528739929, 0.7428333163261414, 0.7309903502464294, 0.7211429476737976, 0.7117599248886108, 0.7018947601318359, 0.7047467231750488, 0.6867915987968445, 0.6865585446357727, 0.6736632585525513, 0.6635339260101318, 0.6581809520721436, 0.655616283416748, 0.6497136950492859, 0.6415148377418518, 0.6262668371200562, 0.6255698204040527, 0.6139313578605652, 0.6101157069206238, 0.5982880592346191, 0.5980602502822876, 0.5892828106880188, 0.5748146176338196, 0.5708810091018677, 0.5653102397918701, 0.5599115490913391, 0.544955849647522, 0.538407564163208, 0.5373330116271973, 0.5325159430503845, 0.5162340998649597, 0.5100606083869934, 0.5153340697288513, 0.4962720274925232, 0.4937306344509125, 0.486508846282959, 0.47482749819755554, 0.4738038182258606, 0.4651453495025635, 0.4559078812599182, 0.4511774778366089, 0.4514184892177582, 0.43892350792884827, 0.4347406029701233], 'accuracy': [0.16174276173114777, 0.17946135997772217, 0.19158460199832916, 0.1990077644586563, 0.20661742985248566, 0.208370640873909, 0.2173231840133667, 0.22239629924297333, 0.23119963705539703, 0.23888391256332397, 0.2468293011188507, 0.25111907720565796, 0.2588033378124237, 0.2703670561313629, 0.2740972936153412, 0.28196805715560913, 0.2896896302700043, 0.29972395300865173, 0.3059534430503845, 0.31117576360702515, 0.31654730439186096, 0.32527604699134827, 0.3302372395992279, 0.33762308955192566, 0.3401223421096802, 0.34918680787086487, 0.36190688610076904, 0.36213070154190063, 0.3659728467464447, 0.3665323853492737, 0.37723812460899353, 0.3801477253437042, 0.3889883756637573, 0.3899955153465271, 0.3959265947341919, 0.4018203616142273, 0.4073037803173065, 0.4132721722126007, 0.4170023798942566, 0.42140406370162964, 0.4252462089061737, 0.4280438721179962, 0.43296778202056885, 0.43852582573890686, 0.4437854290008545, 0.44512832164764404, 0.45404356718063354, 0.45098477602005005, 0.45385706424713135, 0.4617651402950287, 0.46575647592544556, 0.4671366810798645, 0.4725455045700073, 0.4768725633621216, 0.47732019424438477, 0.47989407181739807, 0.488622784614563, 0.493584007024765, 0.4964189827442169, 0.5018278360366821, 0.5000746250152588, 0.5074977874755859, 0.5123470425605774, 0.5177558660507202, 0.5164130330085754, 0.5224186778068542, 0.5240600109100342, 0.5290585160255432, 0.5304386615753174, 0.536518931388855, 0.5376753211021423, 0.5427857637405396, 0.5443897247314453, 0.5500969886779785, 0.5585272908210754, 0.5594225525856018, 0.5618845224380493, 0.5617725849151611, 0.5752014517784119, 0.5710982084274292, 0.5761712789535522, 0.5799761414527893, 0.5804610848426819, 0.5873246788978577, 0.5875111818313599, 0.5882572531700134, 0.5997463464736938, 0.5992240905761719, 0.6033646464347839, 0.6048567295074463, 0.6122053265571594, 0.6151521801948547, 0.6195911765098572, 0.6202253103256226, 0.6271262168884277, 0.625335693359375, 0.6325350403785706, 0.6320501565933228, 0.6377201080322266, 0.6421590447425842, 0.6435765624046326, 0.6518576741218567, 0.6526409983634949, 0.6538719534873962, 0.6554759740829468, 0.6662190556526184, 0.6661444306373596, 0.6748358607292175, 0.6731945872306824, 0.6786407232284546, 0.6825574636459351, 0.6879289746284485, 0.684347927570343, 0.6920695304870605, 0.6967695951461792, 0.6978141069412231, 0.7003506422042847, 0.7069904208183289, 0.7122128009796143, 0.715196967124939, 0.7123619914054871, 0.7223216891288757, 0.7199716567993164, 0.7267979979515076, 0.7310877442359924, 0.7312369346618652, 0.7369441986083984, 0.7339600324630737, 0.7428379654884338, 0.7477618455886841, 0.7527230381965637, 0.7554834485054016, 0.7564905881881714, 0.762235164642334, 0.7604073286056519, 0.7645105719566345, 0.7730528116226196, 0.7755147814750671, 0.7761489152908325, 0.7783870697021484, 0.7843554019927979, 0.7908459901809692, 0.7912190556526184, 0.7920023798942566, 0.79737389087677, 0.799350917339325, 0.7995747327804565, 0.8094971776008606, 0.8079677820205688, 0.810989260673523, 0.8171068429946899, 0.8170695304870605, 0.8218069076538086, 0.8232617378234863, 0.8279244899749756, 0.8259101510047913, 0.832624614238739, 0.8341540098190308], 'val_loss': [2.105395793914795, 2.0914173126220703, 2.0212583541870117, 2.0545167922973633, 1.9738529920578003, 1.9726409912109375, 2.0849874019622803, 1.9650869369506836, 1.944682240486145, 1.9391286373138428, 1.8122764825820923, 1.809131383895874, 1.906987190246582, 1.7416322231292725, 1.7008181810379028, 1.7856858968734741, 1.7363908290863037, 1.8673959970474243, 1.838747262954712, 1.6652330160140991, 1.6263580322265625, 1.6784358024597168, 1.5285857915878296, 3.0171620845794678, 2.0751335620880127, 1.7252737283706665, 1.4825996160507202, 1.6147513389587402, 1.7690699100494385, 1.6616742610931396, 1.8702036142349243, 2.0257675647735596, 1.5137783288955688, 1.390315055847168, 1.5997518301010132, 1.6747537851333618, 1.5356847047805786, 1.3696213960647583, 1.4901314973831177, 1.425216794013977, 1.2359989881515503, 1.2577277421951294, 2.125977039337158, 1.2214223146438599, 1.2200268507003784, 1.366872787475586, 1.2337379455566406, 1.284971833229065, 1.337454080581665, 1.22816002368927, 1.2638251781463623, 1.6777347326278687, 1.1554653644561768, 1.1786526441574097, 1.1922584772109985, 1.2051135301589966, 1.1206389665603638, 1.2207680940628052, 1.138214111328125, 1.0999075174331665, 1.0710128545761108, 1.0405752658843994, 1.1507611274719238, 1.111122965812683, 1.1102051734924316, 1.025058627128601, 1.3337270021438599, 1.2547330856323242, 1.0117000341415405, 1.1156195402145386, 1.0604872703552246, 0.9912692904472351, 0.9815453886985779, 1.0500141382217407, 1.0241482257843018, 1.2933269739151, 1.0575060844421387, 0.9803739786148071, 0.9867992401123047, 0.9312951564788818, 0.9281548261642456, 1.0738015174865723, 0.9222599267959595, 0.9602330327033997, 0.9083611965179443, 1.015977382659912, 0.9506604671478271, 0.9787510633468628, 0.9340596199035645, 0.8950879573822021, 0.8936307430267334, 0.8871393799781799, 0.8877622485160828, 0.8777123093605042, 0.8896615505218506, 0.904999852180481, 0.8525863885879517, 0.847829282283783, 0.8889632821083069, 0.8492159247398376, 0.8431307673454285, 0.859638512134552, 0.8586571216583252, 0.8345853090286255, 0.8464723229408264, 0.8345349431037903, 0.8168105483055115, 0.8448994159698486, 0.9082227945327759, 0.8127923607826233, 0.900931179523468, 0.8617198467254639, 0.9815064072608948, 0.9573688507080078, 0.8301941156387329, 0.8586797118186951, 0.7996869087219238, 0.7813003659248352, 0.7368214726448059, 0.7763030529022217, 0.7655260562896729, 0.7972830533981323, 0.7673865556716919, 0.7646708488464355, 0.7455760836601257, 0.7205703258514404, 0.738595187664032, 0.7280747890472412, 0.7754319906234741, 0.7601862549781799, 0.7344837188720703, 0.7280778884887695, 0.7555954456329346, 0.7351447343826294, 0.692198634147644, 0.7943115830421448, 0.7792183756828308, 0.7065429091453552, 0.7239811420440674, 0.6891613006591797, 0.7893218994140625, 0.7949954867362976, 0.7373679280281067, 0.7454428672790527, 0.7673647403717041, 0.7385905385017395, 0.6947011351585388, 0.6509783267974854, 0.7171408534049988, 0.7645750045776367, 0.6660736799240112, 0.6965208053588867, 0.7096337676048279, 0.6804656386375427, 0.9468185305595398, 0.7292086482048035, 0.7777555584907532, 0.8329147696495056], 'val_accuracy': [0.2688172161579132, 0.2970430254936218, 0.2782258093357086, 0.2755376398563385, 0.30241936445236206, 0.3037634491920471, 0.3051075339317322, 0.3037634491920471, 0.29973119497299194, 0.31854838132858276, 0.35080644488334656, 0.3521505296230316, 0.3333333432674408, 0.3629032373428345, 0.3709677457809448, 0.36962366104125977, 0.3884408473968506, 0.3790322542190552, 0.38306450843811035, 0.3911290466785431, 0.3965053856372833, 0.4206989109516144, 0.41532257199287415, 0.3198924660682678, 0.3723118305206299, 0.3978494703769684, 0.4543010890483856, 0.42741936445236206, 0.40860214829444885, 0.4233871102333069, 0.39247313141822815, 0.39516130089759827, 0.45026880502700806, 0.45698925852775574, 0.44758063554763794, 0.4354838728904724, 0.45026880502700806, 0.4811827838420868, 0.4811827838420868, 0.46908602118492126, 0.4959677457809448, 0.5026881694793701, 0.35483869910240173, 0.5067204236984253, 0.4865591526031494, 0.4704301059246063, 0.5094085931777954, 0.48924732208251953, 0.4932795763015747, 0.5215053558349609, 0.5107526779174805, 0.4301075339317322, 0.5456989407539368, 0.5443548560142517, 0.5067204236984253, 0.5376344323158264, 0.5349462628364563, 0.5349462628364563, 0.5268816947937012, 0.5685483813285828, 0.5698924660682678, 0.5712365508079529, 0.5524193644523621, 0.5725806355476379, 0.5336021780967712, 0.5752688050270081, 0.4717741906642914, 0.5134408473968506, 0.5752688050270081, 0.5483871102333069, 0.5752688050270081, 0.5806451439857483, 0.573924720287323, 0.5779569745063782, 0.5833333134651184, 0.5094085931777954, 0.5846773982048035, 0.6048387289047241, 0.602150559425354, 0.6048387289047241, 0.6115591526031494, 0.5672042965888977, 0.6129032373428345, 0.5779569745063782, 0.6236559152603149, 0.5698924660682678, 0.6129032373428345, 0.6061828136444092, 0.6061828136444092, 0.6129032373428345, 0.6263440847396851, 0.6182795763015747, 0.5981183052062988, 0.6169354915618896, 0.6276881694793701, 0.6411290168762207, 0.6357526779174805, 0.6532257795333862, 0.6438171863555908, 0.6438171863555908, 0.649193525314331, 0.6424731016159058, 0.6559139490127563, 0.6532257795333862, 0.6532257795333862, 0.6384408473968506, 0.6451612710952759, 0.6505376100540161, 0.5981183052062988, 0.6720430254936218, 0.6626344323158264, 0.6559139490127563, 0.5913978219032288, 0.6505376100540161, 0.6787634491920471, 0.6653226017951965, 0.6854838728904724, 0.6787634491920471, 0.6895161271095276, 0.6680107712745667, 0.6747311949729919, 0.6639785170555115, 0.6747311949729919, 0.6854838728904724, 0.6814516186714172, 0.698924720287323, 0.698924720287323, 0.6895161271095276, 0.6908602118492126, 0.6814516186714172, 0.7002688050270081, 0.6868279576301575, 0.676075279712677, 0.6868279576301575, 0.6962365508079529, 0.6706989407539368, 0.6787634491920471, 0.7204301357269287, 0.6935483813285828, 0.7190860509872437, 0.6733871102333069, 0.6881720423698425, 0.7016128897666931, 0.7056451439857483, 0.7123655676841736, 0.7056451439857483, 0.7190860509872437, 0.7352150678634644, 0.7163978219032288, 0.6962365508079529, 0.7284946441650391, 0.7083333134651184, 0.725806474685669, 0.7284946441650391, 0.6814516186714172, 0.7204301357269287, 0.7096773982048035, 0.6948924660682678]}"
