batch_size,epochs,channels,dropout_rate,task,num_classes,conv_filters,kernel_size,activation,dense_units,output_activation,batch_norm,batch_norm_dense,normalize,aug_data,use_skip,l2_reg,name,resize,model,history,best_model_path
256,500,3,0,classification,7,"[32, 64, 128, 256, 512]",3,relu,"[512, 256, 128]",softmax,False,False,True,True,False,0,B2B_deep_bn_reg_aug_transfer_backbone,192,<keras.src.engine.functional.Functional object at 0x71f8b668ba90>,<keras.src.callbacks.History object at 0x71f8b65f6290>,backbone_saved_models_config_1/B2B_deep_bn_reg_aug_transfer_backbone_best_model.keras
