batch_size,epochs,channels,dropout_rate,task,num_classes,conv_filters,kernel_size,activation,dense_units,output_activation,batch_norm,batch_norm_dense,normalize,aug_data,use_skip,name,loss,metrics,history,best_model_path
512,120,1,0.5,regression,7,"[32, 64, 128, 256, 512]",3,relu,"[512, 256, 128]",softmax,True,False,True,False,False,B2B_deep_bn_reg_dense_gray,mse,"['mse', 'mae']","{'loss': [1336.2752685546875, 1060.060546875, 808.5301513671875, 580.4017333984375, 432.4724426269531, 362.7429504394531, 322.70672607421875, 301.2601623535156, 289.53887939453125, 274.41522216796875, 248.14340209960938, 252.11428833007812, 241.79054260253906, 238.71607971191406, 225.97232055664062, 211.2886199951172, 200.5251007080078, 201.80728149414062, 198.24911499023438, 189.6190948486328, 181.34515380859375, 173.9114227294922, 185.644775390625, 181.20233154296875, 170.32321166992188, 167.2139434814453, 156.92247009277344, 160.110107421875, 161.7250213623047, 148.72488403320312, 149.1479949951172, 148.85513305664062, 150.8701934814453, 146.314453125, 141.05328369140625, 136.9454345703125, 138.65342712402344, 139.87142944335938, 136.7363739013672, 129.48036193847656, 125.22740936279297, 129.57843017578125, 126.01850128173828, 120.21485900878906, 119.69758605957031, 120.83981323242188, 121.23841094970703, 122.5207290649414, 125.17178344726562, 119.03256225585938, 120.48783874511719, 113.87926483154297, 113.66139221191406, 115.3128433227539, 110.4463119506836, 112.0011215209961, 112.72813415527344, 108.230224609375, 104.06464385986328, 105.80903625488281, 100.16619873046875, 99.11138916015625, 95.18000793457031, 93.1095962524414, 93.3796157836914, 94.07594299316406, 95.49486541748047, 95.96356201171875, 94.83419036865234, 102.72254943847656, 107.30931854248047, 96.24884033203125, 88.86783599853516, 91.64568328857422, 91.56507873535156, 83.27836608886719, 85.26695251464844, 88.04815673828125, 88.59770202636719, 90.873046875, 89.64049530029297, 81.2426528930664, 80.73146057128906, 82.04499053955078, 76.442626953125, 77.79920196533203, 74.37525177001953, 75.38880920410156, 76.38421630859375, 76.41000366210938, 71.45083618164062, 72.09207916259766, 71.77525329589844, 72.78919219970703, 72.03750610351562, 66.36540222167969, 72.36164093017578, 71.9393081665039, 69.38829040527344, 70.92511749267578, 65.23202514648438, 70.96630859375, 69.22116088867188, 69.10999298095703, 71.3953857421875, 76.14155578613281, 75.15335083007812, 78.76383972167969, 73.80145263671875, 68.14207458496094, 68.18624114990234, 65.3366928100586, 67.91047668457031, 76.01383972167969, 76.17515563964844, 84.8809814453125, 84.33885955810547, 75.8845443725586, 68.1743392944336, 66.3060302734375], 'mse': [1336.2752685546875, 1060.060546875, 808.5301513671875, 580.4017333984375, 432.4724426269531, 362.7429504394531, 322.70672607421875, 301.2601623535156, 289.53887939453125, 274.41522216796875, 248.14340209960938, 252.11428833007812, 241.79054260253906, 238.71607971191406, 225.97232055664062, 211.2886199951172, 200.5251007080078, 201.80728149414062, 198.24911499023438, 189.6190948486328, 181.34515380859375, 173.9114227294922, 185.644775390625, 181.20233154296875, 170.32321166992188, 167.2139434814453, 156.92247009277344, 160.110107421875, 161.7250213623047, 148.72488403320312, 149.1479949951172, 148.85513305664062, 150.8701934814453, 146.314453125, 141.05328369140625, 136.9454345703125, 138.65342712402344, 139.87142944335938, 136.7363739013672, 129.48036193847656, 125.22740936279297, 129.57843017578125, 126.01850128173828, 120.21485900878906, 119.69758605957031, 120.83981323242188, 121.23841094970703, 122.5207290649414, 125.17178344726562, 119.03256225585938, 120.48783874511719, 113.87926483154297, 113.66139221191406, 115.3128433227539, 110.4463119506836, 112.0011215209961, 112.72813415527344, 108.230224609375, 104.06464385986328, 105.80903625488281, 100.16619873046875, 99.11138916015625, 95.18000793457031, 93.1095962524414, 93.3796157836914, 94.07594299316406, 95.49486541748047, 95.96356201171875, 94.83419036865234, 102.72254943847656, 107.30931854248047, 96.24884033203125, 88.86783599853516, 91.64568328857422, 91.56507873535156, 83.27836608886719, 85.26695251464844, 88.04815673828125, 88.59770202636719, 90.873046875, 89.64049530029297, 81.2426528930664, 80.73146057128906, 82.04499053955078, 76.442626953125, 77.79920196533203, 74.37525177001953, 75.38880920410156, 76.38421630859375, 76.41000366210938, 71.45083618164062, 72.09207916259766, 71.77525329589844, 72.78919219970703, 72.03750610351562, 66.36540222167969, 72.36164093017578, 71.9393081665039, 69.38829040527344, 70.92511749267578, 65.23202514648438, 70.96630859375, 69.22116088867188, 69.10999298095703, 71.3953857421875, 76.14155578613281, 75.15335083007812, 78.76383972167969, 73.80145263671875, 68.14207458496094, 68.18624114990234, 65.3366928100586, 67.91047668457031, 76.01383972167969, 76.17515563964844, 84.8809814453125, 84.33885955810547, 75.8845443725586, 68.1743392944336, 66.3060302734375], 'mae': [27.50910186767578, 24.26854705810547, 21.711877822875977, 18.747209548950195, 16.154088973999023, 14.561129570007324, 13.518577575683594, 12.928633689880371, 12.526329040527344, 12.11810302734375, 11.511480331420898, 11.52461051940918, 11.1964111328125, 11.115102767944336, 10.769166946411133, 10.399652481079102, 10.087806701660156, 10.112519264221191, 9.98849105834961, 9.78951358795166, 9.520951271057129, 9.313446998596191, 9.683552742004395, 9.535713195800781, 9.249147415161133, 9.156018257141113, 8.865772247314453, 8.923595428466797, 8.984733581542969, 8.61901569366455, 8.569406509399414, 8.588257789611816, 8.654901504516602, 8.540063858032227, 8.345803260803223, 8.261178016662598, 8.268874168395996, 8.354796409606934, 8.20535659790039, 8.027937889099121, 7.874596118927002, 7.912923336029053, 7.902463912963867, 7.686152935028076, 7.69626522064209, 7.670681953430176, 7.659915924072266, 7.711541175842285, 7.8617963790893555, 7.6560797691345215, 7.675339221954346, 7.543999671936035, 7.446432590484619, 7.487911701202393, 7.3549394607543945, 7.419585227966309, 7.412273406982422, 7.2914910316467285, 7.148279190063477, 7.154299259185791, 6.969071388244629, 6.923771381378174, 6.798971652984619, 6.6932597160339355, 6.7848005294799805, 6.778059482574463, 6.802364349365234, 6.840968132019043, 6.853335857391357, 7.077772617340088, 7.230448246002197, 6.860126972198486, 6.603038787841797, 6.619219779968262, 6.619481086730957, 6.400379180908203, 6.470668315887451, 6.5409746170043945, 6.538809776306152, 6.654335975646973, 6.596382141113281, 6.289092063903809, 6.254185676574707, 6.281152725219727, 6.128988265991211, 6.160961151123047, 5.991073131561279, 6.021268367767334, 6.077065467834473, 6.096245765686035, 5.895019054412842, 5.938432216644287, 5.881387233734131, 5.953094959259033, 5.87943172454834, 5.70674467086792, 5.939056396484375, 5.895541667938232, 5.774312496185303, 5.857489109039307, 5.670236587524414, 5.854332447052002, 5.812286853790283, 5.79082727432251, 5.864448070526123, 6.093897342681885, 6.019043445587158, 6.156103610992432, 6.026045799255371, 5.693758964538574, 5.791937351226807, 5.622574806213379, 5.719352722167969, 6.013076305389404, 6.102806568145752, 6.426473617553711, 6.383899211883545, 6.148512363433838, 5.728579521179199, 5.65810489654541], 'val_loss': [1362.6739501953125, 1296.974853515625, 1103.1640625, 712.43798828125, 585.4132690429688, 640.6004028320312, 810.19775390625, 920.665283203125, 1053.108642578125, 1312.5596923828125, 1409.6466064453125, 1421.4931640625, 1749.2655029296875, 2174.654296875, 2191.8330078125, 2564.45654296875, 2601.5556640625, 2743.814453125, 2872.56787109375, 2985.202880859375, 2783.126708984375, 2990.2802734375, 3299.226318359375, 3667.976318359375, 4249.232421875, 4407.79443359375, 3528.25634765625, 3513.39208984375, 3828.05224609375, 4083.858642578125, 3229.130126953125, 3161.01904296875, 3123.6220703125, 3239.118896484375, 2896.317138671875, 2944.555419921875, 2688.495361328125, 2790.57568359375, 1860.9512939453125, 2079.0546875, 1447.8223876953125, 1698.56298828125, 1028.5614013671875, 926.6204833984375, 711.6384887695312, 969.5551147460938, 632.8587646484375, 301.7196350097656, 310.8851318359375, 559.6712036132812, 328.2774658203125, 243.2792205810547, 212.1914520263672, 189.5390625, 131.84046936035156, 135.010498046875, 192.89614868164062, 115.67731475830078, 237.8809814453125, 116.40608978271484, 144.1885528564453, 120.57054138183594, 97.45075225830078, 121.89385223388672, 116.48178100585938, 112.27422332763672, 112.54354095458984, 124.37683868408203, 131.53744506835938, 152.90869140625, 211.36622619628906, 96.2193832397461, 107.40111541748047, 104.9262924194336, 126.65558624267578, 124.88147735595703, 97.94956970214844, 118.1785659790039, 113.0052719116211, 105.75288391113281, 121.94226837158203, 103.27947998046875, 112.86150360107422, 120.4379653930664, 102.2383804321289, 133.39979553222656, 109.51313781738281, 149.08668518066406, 88.07209777832031, 94.66279602050781, 127.1330795288086, 110.302978515625, 98.79498291015625, 93.48902893066406, 156.22268676757812, 93.4759750366211, 123.22315979003906, 138.57745361328125, 185.2013702392578, 153.73922729492188, 120.81983947753906, 121.65129852294922, 192.4015655517578, 143.3383026123047, 107.58429718017578, 114.00074005126953, 139.04299926757812, 117.46976470947266, 152.4939727783203, 109.35578918457031, 100.72314453125, 127.82585144042969, 88.70313262939453, 96.10639190673828, 170.60675048828125, 105.70496368408203, 105.11811065673828, 99.05725860595703, 119.07294464111328, 92.30194091796875], 'val_mse': [1362.6739501953125, 1296.974853515625, 1103.1640625, 712.43798828125, 585.4132690429688, 640.6004028320312, 810.19775390625, 920.665283203125, 1053.108642578125, 1312.5596923828125, 1409.6466064453125, 1421.4931640625, 1749.2655029296875, 2174.654296875, 2191.8330078125, 2564.45654296875, 2601.5556640625, 2743.814453125, 2872.56787109375, 2985.202880859375, 2783.126708984375, 2990.2802734375, 3299.226318359375, 3667.976318359375, 4249.232421875, 4407.79443359375, 3528.25634765625, 3513.39208984375, 3828.05224609375, 4083.858642578125, 3229.130126953125, 3161.01904296875, 3123.6220703125, 3239.118896484375, 2896.317138671875, 2944.555419921875, 2688.495361328125, 2790.57568359375, 1860.9512939453125, 2079.0546875, 1447.8223876953125, 1698.56298828125, 1028.5614013671875, 926.6204833984375, 711.6384887695312, 969.5551147460938, 632.8587646484375, 301.7196350097656, 310.8851318359375, 559.6712036132812, 328.2774658203125, 243.2792205810547, 212.1914520263672, 189.5390625, 131.84046936035156, 135.010498046875, 192.89614868164062, 115.67731475830078, 237.8809814453125, 116.40608978271484, 144.1885528564453, 120.57054138183594, 97.45075225830078, 121.89385223388672, 116.48178100585938, 112.27422332763672, 112.54354095458984, 124.37683868408203, 131.53744506835938, 152.90869140625, 211.36622619628906, 96.2193832397461, 107.40111541748047, 104.9262924194336, 126.65558624267578, 124.88147735595703, 97.94956970214844, 118.1785659790039, 113.0052719116211, 105.75288391113281, 121.94226837158203, 103.27947998046875, 112.86150360107422, 120.4379653930664, 102.2383804321289, 133.39979553222656, 109.51313781738281, 149.08670043945312, 88.07209777832031, 94.66279602050781, 127.1330795288086, 110.302978515625, 98.79498291015625, 93.48902893066406, 156.22268676757812, 93.4759750366211, 123.22315979003906, 138.57745361328125, 185.2013702392578, 153.73922729492188, 120.81983947753906, 121.65129852294922, 192.4015655517578, 143.3383026123047, 107.58429718017578, 114.00074005126953, 139.04299926757812, 117.46976470947266, 152.4939727783203, 109.35578918457031, 100.72314453125, 127.82585144042969, 88.70313262939453, 96.10639190673828, 170.60675048828125, 105.70496368408203, 105.11811065673828, 99.05725860595703, 119.07294464111328, 92.30194091796875], 'val_mae': [27.82926368713379, 26.728899002075195, 24.26807403564453, 20.335664749145508, 20.126262664794922, 21.96800422668457, 25.091489791870117, 26.662311553955078, 28.371320724487305, 31.55762481689453, 32.69294738769531, 32.773193359375, 36.536102294921875, 41.109893798828125, 41.30242156982422, 44.967063903808594, 45.26344680786133, 46.63459014892578, 47.976253509521484, 49.04329299926758, 47.30992126464844, 48.93370819091797, 51.455692291259766, 55.174129486083984, 60.18095397949219, 61.65438461303711, 53.94158935546875, 53.75299072265625, 56.8801155090332, 58.826194763183594, 51.16398620605469, 50.457420349121094, 50.17504119873047, 51.68124771118164, 48.34064483642578, 48.52840805053711, 46.20329666137695, 46.84006881713867, 37.756858825683594, 40.3714485168457, 32.84368896484375, 36.18706130981445, 27.43818473815918, 26.487581253051758, 22.805648803710938, 26.45322036743164, 21.079975128173828, 14.32512378692627, 14.647512435913086, 19.053678512573242, 14.802868843078613, 12.50540828704834, 11.421732902526855, 10.928862571716309, 8.332870483398438, 8.515752792358398, 10.681154251098633, 7.262055397033691, 11.580018043518066, 7.65536642074585, 8.99117660522461, 8.035131454467773, 6.832617282867432, 7.525528907775879, 7.357301712036133, 7.594898223876953, 7.290349006652832, 7.5315093994140625, 7.715512752532959, 8.32259750366211, 9.809514999389648, 6.768171310424805, 6.965926170349121, 6.9801154136657715, 7.674487113952637, 7.564059734344482, 6.925475120544434, 7.278968334197998, 7.3666672706604, 6.815976619720459, 7.420179843902588, 6.834507465362549, 7.346930980682373, 7.308566570281982, 7.020164966583252, 8.280497550964355, 7.251464366912842, 8.819951057434082, 6.579183578491211, 6.7499189376831055, 8.135053634643555, 7.417908191680908, 6.67457914352417, 6.444118976593018, 9.346209526062012, 6.774879455566406, 7.911571502685547, 8.23233699798584, 9.726304054260254, 8.272207260131836, 7.820869445800781, 7.426382541656494, 10.074504852294922, 7.808363437652588, 7.260980606079102, 7.1018829345703125, 7.799729824066162, 7.572425365447998, 8.729033470153809, 7.082827091217041, 7.039173603057861, 7.793895244598389, 6.349635601043701, 6.7537736892700195, 8.583747863769531, 6.98253870010376, 6.996382713317871, 6.775970458984375, 7.370184421539307, 6.5699005126953125]}",regression_saved_models_config_11/B2B_deep_bn_reg_dense_gray_best_model.keras
512,120,3,0.5,regression,7,"[32, 64, 128, 256, 512]",3,relu,[128],softmax,True,False,True,False,False,B2B_deep_bn,mse,"['mse', 'mae']","{'loss': [1276.8201904296875, 1051.1983642578125, 951.5596313476562, 880.6420288085938, 809.725341796875, 735.5778198242188, 660.699462890625, 593.7302856445312, 542.0855712890625, 494.4040222167969, 443.27801513671875, 413.88824462890625, 386.16717529296875, 368.9173583984375, 356.2803039550781, 327.8240661621094, 317.10614013671875, 298.1932373046875, 289.5330505371094, 282.7190856933594, 269.07177734375, 266.5384826660156, 258.31683349609375, 250.52557373046875, 248.49362182617188, 241.10353088378906, 233.0927276611328, 233.05064392089844, 220.7657012939453, 221.54808044433594, 210.8529815673828, 208.26138305664062, 196.0743408203125, 198.6284942626953, 197.98460388183594, 196.0501251220703, 187.38763427734375, 188.2013397216797, 186.3624267578125, 182.0613250732422, 182.6954803466797, 174.15625, 176.07887268066406, 180.41551208496094, 171.3169403076172, 169.9060516357422, 160.55238342285156, 158.2463836669922, 158.01097106933594, 162.53489685058594, 158.09182739257812, 150.6492156982422, 152.38844299316406, 149.42506408691406, 149.24453735351562, 148.83309936523438, 143.50462341308594, 145.6785125732422, 142.83047485351562, 138.3197479248047, 143.14266967773438, 134.52902221679688, 143.8026580810547, 136.1868896484375, 134.11282348632812, 133.8141326904297, 136.10972595214844, 136.89332580566406, 131.7863006591797, 129.5316162109375, 128.22935485839844, 124.50443267822266, 123.0818862915039, 120.67665100097656, 120.1634750366211, 118.84038543701172, 120.33344268798828, 115.2983627319336, 118.14847564697266, 113.54522705078125, 110.09188842773438, 114.08346557617188, 113.08643341064453, 118.23816680908203, 116.55374908447266, 115.05876922607422, 110.7510757446289, 112.96612548828125, 105.27657318115234, 109.32955932617188, 105.49613952636719, 102.76972198486328, 103.91682434082031, 100.25808715820312, 102.92686462402344, 99.813720703125, 101.88714599609375, 100.59232330322266, 100.14966583251953, 93.6136703491211, 95.24578857421875, 101.55004119873047, 96.69448852539062, 101.76531982421875, 105.41094970703125, 114.87049865722656, 126.7369155883789, 104.89529418945312, 97.27323913574219, 101.65802001953125, 101.23409271240234, 91.35575103759766, 88.13456726074219, 94.56668853759766, 96.07225799560547, 92.95954895019531, 93.63672637939453, 93.67229461669922, 91.64974212646484, 87.18173217773438], 'mse': [1276.8201904296875, 1051.1983642578125, 951.5596313476562, 880.6420288085938, 809.725341796875, 735.5778198242188, 660.699462890625, 593.7302856445312, 542.0855712890625, 494.4040222167969, 443.27801513671875, 413.88824462890625, 386.16717529296875, 368.9173583984375, 356.2803039550781, 327.8240661621094, 317.10614013671875, 298.1932373046875, 289.5330505371094, 282.7190856933594, 269.07177734375, 266.5384826660156, 258.31683349609375, 250.52557373046875, 248.49362182617188, 241.10353088378906, 233.0927276611328, 233.05064392089844, 220.7657012939453, 221.54808044433594, 210.8529815673828, 208.26138305664062, 196.0743408203125, 198.6284942626953, 197.98460388183594, 196.0501251220703, 187.38763427734375, 188.2013397216797, 186.3624267578125, 182.0613250732422, 182.6954803466797, 174.15625, 176.07887268066406, 180.41551208496094, 171.3169403076172, 169.9060516357422, 160.55238342285156, 158.2463836669922, 158.01097106933594, 162.53489685058594, 158.09182739257812, 150.6492156982422, 152.38844299316406, 149.42506408691406, 149.24453735351562, 148.83309936523438, 143.50462341308594, 145.6785125732422, 142.83047485351562, 138.3197479248047, 143.14266967773438, 134.52902221679688, 143.8026580810547, 136.1868896484375, 134.11282348632812, 133.8141326904297, 136.10972595214844, 136.89332580566406, 131.7863006591797, 129.5316162109375, 128.22935485839844, 124.50443267822266, 123.0818862915039, 120.67665100097656, 120.1634750366211, 118.84038543701172, 120.33344268798828, 115.2983627319336, 118.14847564697266, 113.54522705078125, 110.09188842773438, 114.08346557617188, 113.08643341064453, 118.23816680908203, 116.55374908447266, 115.05876922607422, 110.7510757446289, 112.96612548828125, 105.27657318115234, 109.32955932617188, 105.49613952636719, 102.76972198486328, 103.91682434082031, 100.25808715820312, 102.92686462402344, 99.813720703125, 101.88714599609375, 100.59232330322266, 100.14966583251953, 93.6136703491211, 95.24578857421875, 101.55004119873047, 96.69448852539062, 101.76531982421875, 105.41094970703125, 114.87049865722656, 126.7369155883789, 104.89529418945312, 97.27323913574219, 101.65802001953125, 101.23409271240234, 91.35575103759766, 88.13456726074219, 94.56668853759766, 96.07225799560547, 92.95954895019531, 93.63672637939453, 93.67229461669922, 91.64974212646484, 87.18173217773438], 'mae': [26.782663345336914, 23.954002380371094, 22.785537719726562, 21.88083839416504, 20.99806022644043, 20.005565643310547, 18.979583740234375, 17.983989715576172, 17.288484573364258, 16.50591468811035, 15.666186332702637, 15.157966613769531, 14.682114601135254, 14.245489120483398, 14.048294067382812, 13.515947341918945, 13.151128768920898, 12.719703674316406, 12.56110954284668, 12.421223640441895, 12.128228187561035, 12.081199645996094, 11.828119277954102, 11.664812088012695, 11.643943786621094, 11.392854690551758, 11.174898147583008, 11.141044616699219, 10.91789722442627, 10.893227577209473, 10.61278247833252, 10.525284767150879, 10.321831703186035, 10.254524230957031, 10.298816680908203, 10.182306289672852, 9.9238920211792, 10.013675689697266, 9.950661659240723, 9.768522262573242, 9.828546524047852, 9.60647964477539, 9.60694694519043, 9.754645347595215, 9.541786193847656, 9.466796875, 9.168575286865234, 9.118667602539062, 9.112346649169922, 9.232789993286133, 9.10344123840332, 8.84285831451416, 8.865202903747559, 8.906192779541016, 8.7807035446167, 8.820050239562988, 8.644880294799805, 8.749955177307129, 8.646613121032715, 8.460356712341309, 8.61787223815918, 8.313470840454102, 8.630884170532227, 8.422728538513184, 8.310563087463379, 8.283352851867676, 8.341632843017578, 8.425878524780273, 8.232475280761719, 8.165360450744629, 8.16527271270752, 8.035515785217285, 7.939682483673096, 7.916393280029297, 7.840295314788818, 7.764287948608398, 7.878798961639404, 7.714555263519287, 7.831852912902832, 7.620334148406982, 7.546225547790527, 7.603684425354004, 7.6321916580200195, 7.7935333251953125, 7.733141899108887, 7.69975471496582, 7.5918450355529785, 7.644489765167236, 7.36944055557251, 7.50197172164917, 7.3311848640441895, 7.27739143371582, 7.298543453216553, 7.17851448059082, 7.3321051597595215, 7.138819694519043, 7.259225845336914, 7.190143585205078, 7.18495512008667, 6.9888014793396, 6.971612930297852, 7.171369552612305, 7.0641865730285645, 7.292049884796143, 7.3406453132629395, 7.6882524490356445, 8.038982391357422, 7.285729885101318, 7.098359107971191, 7.254921913146973, 7.178477764129639, 6.822037696838379, 6.753674507141113, 6.926340103149414, 7.002786159515381, 6.890739440917969, 6.930472373962402, 6.910147190093994, 6.829203128814697, 6.614260673522949], 'val_loss': [1368.9425048828125, 1330.9569091796875, 1260.98388671875, 1170.7073974609375, 1060.9666748046875, 924.8993530273438, 776.385009765625, 661.6671752929688, 585.3992919921875, 559.1390991210938, 589.5740966796875, 665.1165161132812, 813.0471801757812, 1018.12841796875, 1174.5389404296875, 1354.7677001953125, 1506.7275390625, 1604.286865234375, 1676.0247802734375, 1711.3477783203125, 1926.2789306640625, 1867.1697998046875, 2011.5068359375, 2032.7852783203125, 1717.11181640625, 2010.5833740234375, 2047.3533935546875, 1826.7322998046875, 2063.562744140625, 1551.4801025390625, 1656.899169921875, 1658.224365234375, 1589.8985595703125, 1637.3668212890625, 1631.3114013671875, 1478.764892578125, 1185.397705078125, 1077.9781494140625, 1039.2135009765625, 1070.28564453125, 832.0341186523438, 602.42431640625, 615.9046020507812, 477.40692138671875, 449.398681640625, 366.904052734375, 380.229736328125, 292.4348449707031, 294.4879455566406, 267.8799743652344, 234.40243530273438, 232.2680206298828, 204.41880798339844, 203.8826141357422, 234.9245147705078, 211.7513427734375, 229.95223999023438, 217.73765563964844, 160.73167419433594, 170.1248016357422, 158.52183532714844, 203.75108337402344, 175.38455200195312, 160.04962158203125, 163.1663360595703, 161.31837463378906, 194.03929138183594, 163.36276245117188, 172.13589477539062, 148.90072631835938, 149.3367156982422, 168.041259765625, 172.0555419921875, 159.3236846923828, 164.57318115234375, 159.54127502441406, 149.6643829345703, 155.2592010498047, 176.98268127441406, 160.58364868164062, 153.04232788085938, 154.989501953125, 190.0430145263672, 175.9601593017578, 159.32615661621094, 150.42044067382812, 151.89109802246094, 141.17047119140625, 172.2623748779297, 159.04306030273438, 154.64236450195312, 164.77381896972656, 163.89772033691406, 152.6844940185547, 150.77610778808594, 173.97340393066406, 158.48785400390625, 159.35890197753906, 151.6700897216797, 154.38900756835938, 195.59661865234375, 155.81298828125, 175.8900909423828, 188.38121032714844, 175.1087188720703, 161.0326690673828, 160.819580078125, 151.61241149902344, 145.54843139648438, 149.78839111328125, 144.73025512695312, 132.6407012939453, 127.36227416992188, 127.56451416015625, 120.27827453613281, 140.52951049804688, 128.76791381835938, 158.31568908691406, 127.43960571289062, 128.66156005859375], 'val_mse': [1368.9425048828125, 1330.9569091796875, 1260.98388671875, 1170.7073974609375, 1060.9666748046875, 924.8993530273438, 776.385009765625, 661.6671752929688, 585.3992919921875, 559.1390991210938, 589.5740966796875, 665.1165161132812, 813.0471801757812, 1018.12841796875, 1174.5389404296875, 1354.7677001953125, 1506.7275390625, 1604.286865234375, 1676.0247802734375, 1711.3477783203125, 1926.2789306640625, 1867.1697998046875, 2011.5068359375, 2032.7852783203125, 1717.11181640625, 2010.5833740234375, 2047.3533935546875, 1826.7322998046875, 2063.562744140625, 1551.4801025390625, 1656.899169921875, 1658.224365234375, 1589.8985595703125, 1637.3668212890625, 1631.3114013671875, 1478.764892578125, 1185.397705078125, 1077.9781494140625, 1039.2135009765625, 1070.28564453125, 832.0341186523438, 602.42431640625, 615.9046020507812, 477.40692138671875, 449.398681640625, 366.904052734375, 380.229736328125, 292.4348449707031, 294.4879455566406, 267.8799743652344, 234.40243530273438, 232.2680206298828, 204.41880798339844, 203.8826141357422, 234.9245147705078, 211.7513427734375, 229.95223999023438, 217.73765563964844, 160.73167419433594, 170.1248016357422, 158.52183532714844, 203.75108337402344, 175.38455200195312, 160.04962158203125, 163.1663360595703, 161.31837463378906, 194.03929138183594, 163.36276245117188, 172.13589477539062, 148.90072631835938, 149.3367156982422, 168.041259765625, 172.0555419921875, 159.3236846923828, 164.57318115234375, 159.54127502441406, 149.6643829345703, 155.2592010498047, 176.98268127441406, 160.58364868164062, 153.04232788085938, 154.989501953125, 190.0430145263672, 175.9601593017578, 159.32615661621094, 150.42044067382812, 151.89109802246094, 141.17047119140625, 172.2623748779297, 159.04306030273438, 154.64236450195312, 164.77381896972656, 163.89772033691406, 152.6844940185547, 150.77610778808594, 173.97340393066406, 158.48785400390625, 159.35890197753906, 151.6700897216797, 154.38900756835938, 195.59661865234375, 155.81298828125, 175.8900909423828, 188.38121032714844, 175.1087188720703, 161.0326690673828, 160.819580078125, 151.61241149902344, 145.54843139648438, 149.78839111328125, 144.73025512695312, 132.6407012939453, 127.36227416992188, 127.56451416015625, 120.27827453613281, 140.52951049804688, 128.76791381835938, 158.31568908691406, 127.43960571289062, 128.66156005859375], 'val_mae': [27.94512367248535, 27.281978607177734, 26.21782684326172, 25.06700897216797, 23.778793334960938, 22.2573299407959, 20.789276123046875, 19.752086639404297, 19.249605178833008, 19.679574966430664, 20.972606658935547, 22.780241012573242, 25.36249542236328, 28.263072967529297, 30.327789306640625, 32.590457916259766, 34.42420196533203, 35.577484130859375, 36.400901794433594, 36.77906036376953, 39.14480972290039, 38.42064666748047, 39.97598648071289, 40.09941482543945, 36.23139953613281, 38.91194534301758, 39.606201171875, 36.97450256347656, 39.000553131103516, 33.207435607910156, 34.13151931762695, 34.6285514831543, 33.86684799194336, 34.667964935302734, 34.29668426513672, 32.568180084228516, 28.123321533203125, 27.07355308532715, 26.69160270690918, 27.476194381713867, 23.67374610900879, 19.02416229248047, 19.55856704711914, 16.252897262573242, 15.77617359161377, 14.604168891906738, 14.59400463104248, 12.51830768585205, 12.458547592163086, 11.685012817382812, 11.093803405761719, 11.123486518859863, 10.480368614196777, 10.274565696716309, 11.77064323425293, 10.629876136779785, 11.239446640014648, 10.77039623260498, 8.975680351257324, 9.398478507995605, 8.869362831115723, 10.277555465698242, 9.606689453125, 8.708343505859375, 8.797595977783203, 8.591365814208984, 9.957295417785645, 8.657571792602539, 9.115553855895996, 8.587523460388184, 8.452098846435547, 9.161602973937988, 9.306163787841797, 8.866312026977539, 8.8629789352417, 8.931297302246094, 8.236370086669922, 8.426471710205078, 9.44189453125, 9.025655746459961, 8.67423152923584, 9.076278686523438, 9.930866241455078, 9.464727401733398, 8.90858268737793, 8.332413673400879, 8.572884559631348, 7.989649295806885, 9.386492729187012, 8.776636123657227, 8.857321739196777, 9.241704940795898, 9.049600601196289, 8.464021682739258, 8.657281875610352, 9.375899314880371, 8.936420440673828, 8.800236701965332, 8.350168228149414, 8.555434226989746, 10.211323738098145, 8.772477149963379, 9.328641891479492, 9.664901733398438, 9.258707046508789, 8.82699203491211, 8.669147491455078, 8.305689811706543, 8.281529426574707, 8.487351417541504, 8.006271362304688, 7.784761428833008, 7.796072006225586, 7.702206611633301, 7.664249420166016, 8.005951881408691, 7.877905368804932, 8.87279224395752, 7.69774055480957, 7.829878807067871]}",regression_saved_models_config_11/B2B_deep_bn_best_model.keras
