batch_size,epochs,channels,dropout_rate,task,num_classes,conv_filters,kernel_size,activation,dense_units,output_activation,batch_norm,batch_norm_dense,normalize,aug_data,use_skip,l2_reg,name,resize,loss,metrics,best_model_path,history
32,500,3,0.5,classification,7,"[32, 64, 128]",3,relu,"[512, 256, 128]",softmax,False,True,True,False,False,0,B2B_deep_bn_reg_aug_autoencoder,192,categorical_crossentropy,['accuracy'],classification_saved_models_config_99/B2B_deep_bn_reg_aug_autoencoder_best_model.keras,"{'loss': [3.0569190979003906, 2.918874502182007, 2.8704943656921387, 2.8355724811553955, 2.7866833209991455, 2.790408134460449, 2.714323043823242, 2.7152798175811768, 2.7031471729278564, 2.688339948654175, 2.686899423599243, 2.63308048248291, 2.6851301193237305, 2.6407108306884766, 2.6313939094543457, 2.636575937271118, 2.593789577484131, 2.5664222240448, 2.566620111465454, 2.5388987064361572, 2.546566963195801, 2.515789747238159, 2.528240203857422, 2.4779608249664307, 2.478166103363037, 2.5090253353118896, 2.443768262863159, 2.499041795730591, 2.500574827194214, 2.469919443130493, 2.4578359127044678, 2.425163507461548, 2.420064687728882, 2.406754493713379, 2.4430248737335205, 2.3958492279052734, 2.4122443199157715, 2.3965914249420166, 2.398776054382324, 2.390216588973999, 2.386035680770874, 2.3470206260681152, 2.3413619995117188, 2.3421823978424072, 2.3230857849121094, 2.307978868484497, 2.3303277492523193, 2.2836122512817383, 2.2853541374206543, 2.300720691680908, 2.2774455547332764, 2.266688823699951, 2.255182981491089, 2.259567975997925, 2.2493438720703125, 2.256202220916748, 2.2451400756835938, 2.214085817337036, 2.2414515018463135, 2.202749490737915, 2.202597141265869, 2.204988479614258, 2.231990337371826, 2.188066244125366, 2.177788496017456, 2.1598379611968994, 2.149509906768799, 2.155728816986084, 2.142052173614502, 2.1296780109405518, 2.1367430686950684, 2.1334168910980225, 2.0846502780914307, 2.086611032485962, 2.0878190994262695, 2.0640926361083984, 2.0795464515686035, 2.0572690963745117, 2.0771071910858154, 2.067168951034546, 2.022930383682251, 2.047464609146118, 2.0392906665802, 1.9917376041412354, 2.003627061843872, 2.0010926723480225, 1.9620741605758667, 1.9480241537094116, 1.9419190883636475, 1.9370388984680176, 1.9243550300598145, 1.932563066482544, 1.9164049625396729, 1.8976064920425415, 1.8855812549591064, 1.8922394514083862, 1.8705167770385742, 1.8845748901367188, 1.8512403964996338, 1.8528873920440674], 'accuracy': [0.15467208623886108, 0.17034243047237396, 0.17991875112056732, 0.18644805252552032, 0.18775391578674316, 0.1873186230659485, 0.19283227622509003, 0.20037725567817688, 0.1979106217622757, 0.19471850991249084, 0.19196169078350067, 0.20821242034435272, 0.19602437317371368, 0.2086477130651474, 0.20574578642845154, 0.20284387469291687, 0.20400464534759521, 0.2045850306749344, 0.20734184980392456, 0.2063261717557907, 0.20951828360557556, 0.21677306294441223, 0.20560069382190704, 0.22112594544887543, 0.21865931153297424, 0.21154962480068207, 0.22286708652973175, 0.20748694241046906, 0.2085026055574417, 0.21372605860233307, 0.21648287773132324, 0.22460824251174927, 0.22359256446361542, 0.22011026740074158, 0.21387115120887756, 0.2241729497909546, 0.22315728664398193, 0.22446314990520477, 0.2218514233827591, 0.22562390565872192, 0.22069065272808075, 0.22446314990520477, 0.22663958370685577, 0.2307022660970688, 0.2328786998987198, 0.23157283663749695, 0.23200812935829163, 0.24158445000648499, 0.23737667500972748, 0.23345908522605896, 0.24274520576000214, 0.23128265142440796, 0.23229831457138062, 0.2391178160905838, 0.23345908522605896, 0.23563551902770996, 0.250580370426178, 0.248113751411438, 0.24608241021633148, 0.24260011315345764, 0.25116077065467834, 0.2433255910873413, 0.24535693228244781, 0.25725477933883667, 0.25739988684654236, 0.25739988684654236, 0.26378411054611206, 0.26378411054611206, 0.26639580726623535, 0.26189786195755005, 0.26871734857559204, 0.26857227087020874, 0.27278003096580505, 0.26900753378868103, 0.2762623429298401, 0.27031341195106506, 0.2803250253200531, 0.2896111309528351, 0.27945443987846375, 0.2871445119380951, 0.2981717884540558, 0.29236796498298645, 0.2868543267250061, 0.29222285747528076, 0.2996227443218231, 0.2975914180278778, 0.30513638257980347, 0.3174695372581482, 0.3113754987716675, 0.3129715621471405, 0.31848520040512085, 0.3155832886695862, 0.3235635459423065, 0.33125361800193787, 0.33125361800193787, 0.3343006372451782, 0.3367672562599182, 0.32980266213417053, 0.3480847477912903, 0.34706905484199524], 'val_loss': [2.0908329486846924, 2.016664505004883, 1.8880223035812378, 1.9054900407791138, 1.8862106800079346, 1.8735438585281372, 1.9230670928955078, 1.8915506601333618, 1.8588725328445435, 1.879435658454895, 1.8581371307373047, 1.8422672748565674, 1.847854495048523, 1.8405876159667969, 1.859602928161621, 1.8631116151809692, 1.8395291566848755, 1.8488588333129883, 1.8431724309921265, 1.8380154371261597, 1.8267617225646973, 1.8312870264053345, 1.8454066514968872, 1.8139424324035645, 1.8420499563217163, 1.8137850761413574, 1.8264752626419067, 1.823529601097107, 1.8209404945373535, 1.805931568145752, 1.8331353664398193, 1.819435954093933, 1.8280572891235352, 1.799338936805725, 1.8156113624572754, 1.8053150177001953, 1.8125511407852173, 1.7947567701339722, 1.7829346656799316, 1.7886923551559448, 1.7893294095993042, 1.7948969602584839, 1.7849242687225342, 1.7805763483047485, 1.768296241760254, 1.7714025974273682, 1.7844116687774658, 1.776224970817566, 1.7795134782791138, 1.7687816619873047, 1.7621755599975586, 1.8034027814865112, 1.744961142539978, 1.7568409442901611, 1.7534056901931763, 1.792303442955017, 1.7480583190917969, 1.7636563777923584, 1.7524460554122925, 1.7658406496047974, 1.7366750240325928, 1.729047179222107, 1.7598963975906372, 1.7257722616195679, 1.7274078130722046, 1.7490870952606201, 1.757737398147583, 1.72283136844635, 1.700551152229309, 1.7622575759887695, 1.6934547424316406, 1.708563208580017, 1.6774191856384277, 1.6940228939056396, 1.6748026609420776, 1.6779335737228394, 1.6579370498657227, 1.6669574975967407, 1.689328670501709, 1.6437549591064453, 1.6516038179397583, 1.7262357473373413, 1.6268794536590576, 1.6503725051879883, 1.6623530387878418, 1.6024855375289917, 1.624212622642517, 1.622692584991455, 1.580055832862854, 1.6048442125320435, 1.7046148777008057, 1.5959758758544922, 1.5660675764083862, 1.6084665060043335, 1.568952202796936, 1.5605438947677612, 1.5666651725769043, 1.5587366819381714, 1.5626306533813477, 1.5480989217758179], 'val_accuracy': [0.1741149127483368, 0.1741149127483368, 0.2692977488040924, 0.2780034840106964, 0.2716192603111267, 0.2739408016204834, 0.2780034840106964, 0.2803250253200531, 0.2820661664009094, 0.2780034840106964, 0.28612884879112244, 0.27684271335601807, 0.2809053957462311, 0.2762623429298401, 0.2785838544368744, 0.2826465368270874, 0.2913523018360138, 0.2867092192173004, 0.2983168959617615, 0.29715612530708313, 0.30295994877815247, 0.30354034900665283, 0.28786998987197876, 0.3023795783519745, 0.28786998987197876, 0.3145676255226135, 0.3041207194328308, 0.31166571378707886, 0.31804990768432617, 0.29425421357154846, 0.2896111309528351, 0.31630876660346985, 0.3284968137741089, 0.3110853135585785, 0.2977364957332611, 0.31804990768432617, 0.3168891370296478, 0.33778294920921326, 0.32501450181007385, 0.33372026681900024, 0.3261752724647522, 0.32907718420028687, 0.32327336072921753, 0.3145676255226135, 0.3221125900745392, 0.3261752724647522, 0.32733604311943054, 0.3366221785545349, 0.32675567269325256, 0.3255949020385742, 0.3331398665904999, 0.30354034900665283, 0.3476494550704956, 0.3366221785545349, 0.3372025489807129, 0.3192106783390045, 0.34474754333496094, 0.3261752724647522, 0.3406848609447479, 0.32965758442878723, 0.3430063724517822, 0.35113173723220825, 0.3331398665904999, 0.35519441962242126, 0.3499709665775299, 0.32965758442878723, 0.3325594961643219, 0.3505513668060303, 0.3586767315864563, 0.3244341313838959, 0.35113173723220825, 0.3459083139896393, 0.35983750224113464, 0.3453279137611389, 0.35809633135795593, 0.3604178726673126, 0.37376669049263, 0.3586767315864563, 0.3563551902770996, 0.3760882318019867, 0.3760882318019867, 0.3453279137611389, 0.378409743309021, 0.3720255494117737, 0.3668020963668823, 0.4085896611213684, 0.3917585611343384, 0.38421356678009033, 0.3975623846054077, 0.3871155083179474, 0.3830528259277344, 0.40104469656944275, 0.41381311416625977, 0.3714451491832733, 0.40104469656944275, 0.40975043177604675, 0.4085896611213684, 0.4091700613498688, 0.40742889046669006, 0.4114915728569031]}"
